sleeper_id,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id,search_rank,pandascore_id,metadata,full_name,age
6375,241,Active,nfl,TE,Rutgers,6375,,13972,TRUE,TE,88,Washington,"6'3""",,,,,,ARI,b8edd278-b5cb-43b4-812f-468d8e5e84a3,32163,1,21320,#JeromeWashington-NFL-ARI-88,washington,Jerome,,3672867,,jerome,1.5578E+12,,,,jeromewashington,,,,,866016,9999999,,,Jerome Washington,
6376,240,Inactive,nfl,LB,Pittsburgh,6376,,14046,TRUE,OLB,49,Folston Jr.,"6'3""",,,,,,,7bb26215-7bbf-4f06-bf61-b2545edb1154,32157,1,21325,#JamesFolstonJr-NFL-FA-49,folstonjr,James,,3123946,1996-06-14,james,1.56719E+12,,,,jamesfolstonjr,,,,,,9999999,,,James Folston Jr.,24
6377,294,Inactive,nfl,DL,Louisiana Tech,6377,,13591,TRUE,DE,92,Turner,"6'3""",,,,,,,bd046bf8-70f7-4480-878a-8894e5912102,32161,1,21322,#ImmanuelTurner-NFL-FA-92,turner,Immanuel,,3914384,1996-12-16,immanuel,1.56367E+12, 00-0035493,,,immanuelturner,,,,,,9999999,,,Immanuel Turner,23
6378,320,Active,nfl,DL,Wofford,6378,,14044,TRUE,DT,72,Brown,"6'2""",,,,,Sidwell Friends (DC),TEN,010806af-e6ba-409a-b7fb-a119714238f6,32155,2,21323,#MilesBrown-NFL-TEN-72,brown,Miles,,3913020,1997-09-04,miles,1.57368E+12, 00-0035486,,,milesbrown,,,,,,1715,,,Miles Brown,23
6379,233,Active,nfl,RB,Vanderbilt,6379,,13998,TRUE,RB,41,Blasingame,"6'0""",,,,,Buckhorn (AL),TEN,bd12a2c0-e6ce-460b-9f09-27b75c306608,32140,2,21310,#KhariBlasingame-NFL-TEN-41,blasingame,Khari,,3122154,1996-07-01,khari,1.61498E+12, 00-0035099,,,khariblasingame,RB,,3,,835845,436,,{injury_override_regular_2020_5=Active},Khari Blasingame,24
6380,195,Inactive,nfl,WR,Sam Houston State,6380,,14048,TRUE,WR,,Davis,"5'11""",,,,,,,95f9c4fe-b5b0-4075-bdd8-f5b458373df6,32141,1,21311,#DavionDavis-NFL-FA-0,davis,Davion,,3933568,1996-10-23,davion,1.58388E+12, 00-0035101,,,daviondavis,,,,,891229,1713,,,Davion Davis,23
6381,166,Active,nfl,WR,Eastern Illinois,6381,,14049,TRUE,WR,83,Hollins,"6'1""",,,,,Yazoo County (MS),CLE,d0780152-5d3e-4add-99bd-e330c258df10,32143,2,21312,#AlexanderHollins-NFL-CLE-83,hollins,Alexander,,4249496,1996-11-24,alexander,1.61091E+12, 00-0035104,,,alexanderhollins,LWR,,3,,1050926,454,,,Alexander Hollins,24
6382,300,Inactive,nfl,DL,Miami,6382,,14156,TRUE,DT,60,Odenigbo,"6'3""",,,,,,,b88049ec-946f-4723-bc82-ce5803c652be,32146,1,21313,#TitoOdenigbo-NFL-FA-60,odenigbo,Tito,,3115929,1996-07-13,tito,, 00-0035110,,,titoodenigbo,,,,,,9999999,,,Tito Odenigbo,24
6383,241,Inactive,nfl,DL,Georgia Tech,6383,,14157,TRUE,DE,62,Saint-Amour,"6'2""",,,,,,,45736f04-47b0-44d7-aa61-ba9f0a94565d,32147,1,21314,#AnreeSaintAmour-NFL-FA-62,saintamour,Anree,,3917834,1996-09-18,anree,, 00-0035113,,,anreesaintamour,,,,,,9999999,,,Anree Saint-Amour,23
6384,221,Active,nfl,WR,Kennesaw State,6384,,13928,TRUE,WR,13,Sumpter,"6'1""",,,,,,LAR,7a5ddf17-b814-4f2c-82de-b73b52ef53be,32179,1,21335,#JustinSumpter-NFL-LAR-13,sumpter,Justin,,3911927,,justin,1.55796E+12,,,,justinsumpter,,,,,874053,9999999,,,Justin Sumpter,
6385,200,Inactive,nfl,RB,Wake Forest,6385,,14011,TRUE,RB,37,Colburn II,"5'10""",,,,,,,802d7f08-9fbf-41bc-aa67-2bc6c8a09963,32129,1,21293,#MatthewColburnII-NFL-FA-37,colburnii,Matthew,,3919544,1997-07-27,matthew,, 00-0035606,,,matthewcolburnii,,,,,884328,9999999,,,Matthew Colburn II,23
6386,190,Active,nfl,WR,Wake Forest,6386,,13911,TRUE,WR,80,Bachman,"6'0""",,,,,Oaks Christian (CA),NYG,427038d8-ff50-4d6e-a088-4fdb8bc2f0e3,32124,2,21294,#AlexBachman-NFL-NYG-80,bachman,Alex,,3919510,1996-05-29,alex,1.60981E+12, 00-0035602,,,alexbachman,,,,,884315,9999999,,,Alex Bachman,24
6387,180,Active,nfl,WR,Eastern Washington,6387,,14012,TRUE,WR,14,Webster,"5'10""",,,,,Deer Valley (CA),LAR,bbc981ff-556b-4346-abea-f6efc0f94001,32137,2,21295,#NsimbaWebster-NFL-LAR-14,webster,Nsimba,,3119317,1996-01-27,nsimba,1.61197E+12, 00-0035621,,,nsimbawebster,RWR,,2,,828656,443,,,Nsimba Webster,25
6388,240,Inactive,nfl,TE,Houston,6388,,14010,TRUE,TE,84,Brooker,"6'3""",,,,,,,d428cfea-10ea-40b8-a4aa-423e5839fb0d,32127,1,21296,#RomelloBrooker-NFL-FA-84,brooker,Romello,,3126196,1995-12-11,romello,, 00-0035604,,,romellobrooker,,,,,831245,9999999,,,Romello Brooker,24
6389,250,Inactive,nfl,TE,Texas State,6389,,13437,TRUE,TE,84,Brown,"6'2""",,,,,,,d7e8585f-8213-4810-81d5-8005ecf55e5e,32128,1,21297,#KeenanBrown-NFL-FA-84,brown,Keenan,,3122421,1995-12-22,keenan,1.57153E+12, 00-0035605,,,keenanbrown,TE,,6,,1165728,9999999,,,Keenan Brown,24
6390,285,Active,nfl,DL,Cincinnati,6390,,14014,TRUE,DT,93,Copeland,"6'2""",,,,,Bedford (OH),LAR,7e4f9b27-edc4-4f5c-b77a-81604220a454,32130,2,21298,#MarquiseCopeland-NFL-LAR-93,copeland,Marquise,,3914150,1997-05-09,marquise,1.60895E+12, 00-0035607,,,marquisecopeland,NT,,3,,,1711,,,Marquise Copeland,23
6391,290,Active,nfl,DL,Tarleton State,6391,,14015,TRUE,DT,95,Thompson,"6'4""",,,,,,LAR,9b76763e-1030-461f-900b-fba8e9ef9ef3,32136,1,21299,#TyrellThompson-NFL-LAR-95,thompson,Tyrell,,4389458,2000-03-07,tyrell,1.56069E+12,,,,tyrellthompson,,,,,,9999999,,,Tyrell Thompson,19
6392,184,Inactive,nfl,WR,Duke,6392,,14050,TRUE,WR,10,Lloyd,"5'10""",,,,,,,70f40bb8-c6b3-4cdd-b9dd-547a090e1edd,32176,1,21397,#JonathanLloyd-NFL-FA-10,lloyd,Jonathan,,3116559,1995-12-04,jonathan,, 00-0035614,,,jonathanlloyd,,,,,820719,9999999,,,Jonathan Lloyd,24
6393,256,Inactive,nfl,TE,Oregon,6393,,,TRUE,TE,85,Dillon,,,,,,,,,,0,21401,#ElkanahDillon-NFL-FA-85,dillon,Elkanah,,3139590,,elkanah,,,,,elkanahdillon,,,,,,9999999,,,Elkanah Dillon,
6394,184,Inactive,nfl,WR,Florida Tech,6394,,14059,TRUE,WR,83,Guerrier,"5'10""",,,,,,,259fdebe-0372-4e76-b1d7-a80fbab76c85,32193,1,21404,#RomellGuerrier-NFL-FA-83,guerrier,Romell,,4264340,,romell,1.56364E+12,,,,romellguerrier,,,,,955363,9999999,,,Romell Guerrier,
6395,180,Active,nfl,WR,East Central,6395,,13919,TRUE,WR,12,Benson,"6'0""",,,,,Lewisville (TX),DEN,40a9d668-269b-48ec-be2f-128d89aeb20f,32189,2,21368,#TrinityBenson-NFL-DEN-12,benson,Trinity,,4422214,1997-01-16,trinity,1.6098E+12, 00-0034930,,,trinitybenson,,,,,1165782,9999999,,{injury_override_regular_2020_5=COV},Trinity Benson,24
6396,244,Active,nfl,TE,Wyoming,6396,,14062,TRUE,TE,89,Fort,"6'4""",,,Fort will be out at least two weeks.,,Campbell County (WY),DEN,92c3ccc0-b808-4852-a65d-c2c7e9118cef,32191,2,21369,#AustinFort-NFL-DEN-89,fort,Austin,,3125402,1995-05-14,austin,1.59933E+12, 00-0034932,,,austinfort,,,,,823871,9999999,,{injury_override_regular_2020_5=COV},Austin Fort,25
6397,286,Active,nfl,DL,Washington,6397,,14064,TRUE,DL,91,Johnson,"6'3""",,,,,,DEN,8d36f034-40f1-48e0-9f3a-789d8876327a,32194,1,21370,#JaylenJohnson-NFL-DEN-91,johnson,Jaylen,,3127298,,jaylen,1.55779E+12,,,,jaylenjohnson,,,,,,9999999,,{injury_override_regular_2020_5=COV},Jaylen Johnson,
6398,245,Active,nfl,LB,Samford,6398,,14063,TRUE,LB,52,Gooden,"6'2""",,,,,Talladega (AL),BUF,a1d54aed-e9e7-4a77-95c5-5d62be8fe75c,32192,1,21361,#AhmadGooden-NFL-BUF-52,gooden,Ahmad,,3127075,1995-10-27,ahmad,1.59761E+12, 00-0034933,,,ahmadgooden,,,,,,1723,,,Ahmad Gooden,25
6399,262,Active,nfl,TE,Oregon,6399,,,TRUE,TE,0,Dillon,"6'5""",,,,,,WAS,f0f0b2f2-14b7-497d-a9bb-a5166c65bc56,32183,1,21405,#KanoDillon-NFL-WAS-0,dillon,Kano,,,,kano,,,,,kanodillon,,,,,840741,9999999,,,Kano Dillon,
6400,280,Active,nfl,DL,Marshall,6400,,14057,TRUE,DE,92,Bee,"6'7""",,,,,Hillsdale (OH),ARI,fe9c0458-1a1a-4e88-b974-2de7426fa520,32180,2,21403,#RyanBee-NFL-ARI-92,bee,Ryan,,3139448,1995-11-12,ryan,1.61852E+12, 00-0034939,,,ryanbee,RDE,,3,,,9999999,,,Ryan Bee,25
6401,170,Inactive,nfl,WR,Duke,6401,,14054,TRUE,WR,,Rahming,"5'10""",,,,,,,e0fda33c-b53d-46b2-bfd1-23bfc7086fe6,32186,1,21399,#TJRahming-NFL-FA-0,rahming,T.J.,,3917787,1997-01-10,tj,1.58458E+12, 00-0034927,,,tjrahming,,,,,879988,9999999,,,T.J. Rahming,23
6402,176,Active,nfl,WR,Kansas,6402,,14055,TRUE,WR,15,Sims,"5'10""",,,,,Travis (TX),WAS,4a213e4e-b0ba-4124-833e-33c528bd5908,32187,2,21400,#StevenSims-NFL-WAS-15,sims,Steven,,3917960,1997-03-31,steven,1.61038E+12, 00-0034928,,,stevensims,RWR,,3,,877596,192,,,Steven Sims,24
6403,200,Inactive,nfl,P,Western Carolina,6403,,14088,TRUE,P,,Berryman,"6'0""",,,,,,,2df27f31-ffaf-4c2a-abed-0c34d4081f07,32166,1,21204,#IanBerryman-NFL-FA-0,berryman,Ian,,3133168,1996-06-01,ian,1.59063E+12, 00-0034950,,,ianberryman,,,,,,9999999,,,Ian Berryman,24
6404,289,Inactive,nfl,DL,San Jose State,6404,,14053,TRUE,DT,65,Roberts,"6'2""",,,,,,,,32178,1,21398,#BoogieRoberts-NFL-FA-65,roberts,Boogie,,3125300,1996-01-19,boogie,, 00-0035618,,,boogieroberts,,,,,,9999999,,,Boogie Roberts,24
6405,202,Active,nfl,DB,Mississippi,6405,,13889,TRUE,CB,40,Webster,"5'11""",,,,,Stockbridge (GA),SF,b4f07920-56e3-4e9d-b787-014b2f940b0e,32084,2,21145,#KenWebster-NFL-SF-40,webster,Ken,,3128743,1996-06-19,ken,1.61127E+12, 00-0035318,,,kenwebster,,,,,,1682,,,Ken Webster,24
6406,333,Inactive,nfl,OL,Michigan,6406,,13724,TRUE,OT,,Bushell-Beatty,"6'5""",,,,,,,01be8423-2835-4450-80c1-4e462bbfb661,32182,1,21402,#JuwannBushellBeatty-NFL-FA-0,bushellbeatty,Juwann,,3115977,1996-06-18,juwann,1.59617E+12, 00-0034924,,,juwannbushellbeatty,RG,,3,,,9999999,,,Juwann Bushell-Beatty,24
6409,323,Active,nfl,OT,Arizona State,6409,,14065,TRUE,OT,75,Bailey,"6'6""",,,,,Higley (AZ),DEN,16423bd0-6239-454c-9ec8-f90477de17b1,32188,2,21406,#QuinnBailey-NFL-DEN-75,bailey,Quinn,,3128773,1995-10-18,quinn,, 00-0034929,,,quinnbailey,RT,,2,,,9999999,,{injury_override_regular_2020_5=COV},Quinn Bailey,25
6410,317,Inactive,nfl,OL,Arkansas,6410,,13719,TRUE,OT,79,Wallace,"6'5""",,,,,,,af51a581-554a-418f-a3b1-5e24da5dd190,32196,1,21371,#BrianWallace-NFL-FA-79,wallace,Brian,,3128699,1996-02-03,brian,1.56649E+12, 00-0034938,,,brianwallace,,,,,,9999999,,,Brian Wallace,24
6411,233,Inactive,nfl,LS,Penn State,6411,,14030,TRUE,LS,48,Vasey,"6'2""",,,,,,,7d8a8d31-8628-4a56-934d-ada35fe98e8c,32121,1,21308,#KyleVasey-NFL-FA-48,vasey,Kyle,,3144792,1996-04-20,kyle,, 00-0035205,,,kylevasey,,,,,,9999999,,,Kyle Vasey,24
6412,325,Inactive,nfl,OL,Temple,6412,,14029,TRUE,OT,65,Robinson,"6'6""",,,,,,,79348865-f45a-45dd-8b2f-a919b3fcc91b,32119,1,21300,#JaelinRobinson-NFL-FA-65,robinson,Jaelin,,3138756,1995-01-08,jaelin,, 00-0035203,,,jaelinrobinson,,,,,,9999999,,,Jaelin Robinson,25
6413,318,Inactive,nfl,OL,Arkansas State,6413,,13722,TRUE,OT,69,Bonner,"6'3""",,,,,,,1a276e1c-7fcb-4b3c-be49-2d232fcb5fde,32111,0,21301,#LanardBonner-NFL-FA-69,bonner,Lanard,,4064867,1996-04-18,lanard,,,,,lanardbonner,,,,,,9999999,,,Lanard Bonner,23
6414,317,Inactive,nfl,OL,Kentucky,6414,,13680,TRUE,C,64,Stallings,"6'3""",,,,,,,8ae7ee0a-772f-441e-be2e-45508751d44b,32099,1,21154,#BunchyStallings-NFL-FA-64,stallings,Bunchy,,3126330,1995-09-27,bunchy,, 00-0035372,,,bunchystallings,,,,,,9999999,,,Bunchy Stallings,24
6415,335,Inactive,nfl,OL,Minnesota,6415,,13858,TRUE,OT,,Greene,"6'5""",,,,,,,1247fbf3-500a-42e2-a323-7a3d4a006984,32090,1,21155,#DonnellGreene-NFL-FA-0,greene,Donnell,,4034773,1995-11-09,donnell,1.58811E+12, 00-0035364,,,donnellgreene,,,,,,9999999,,,Donnell Greene,24
6416,209,Active,nfl,DB,Wyoming,6416,,13768,TRUE,DB,42,Wingard,"6'0""",,,,,Ralston Valley (CO),JAX,65e778fa-4639-4973-bb82-c76efa2ff309,32105,2,21281,#AndrewWingard-NFL-JAX-42,wingard,Andrew,,3918331,1996-12-05,andrew,1.60541E+12, 00-0035378,,,andrewwingard,FS,,1,,,1709,,,Andrew Wingard,24
6417,313,Active,nfl,OT,North Carolina,6417,,13467,TRUE,OT,68,Sweet,"6'6""",,,,,First Coast (FL),DAL,9240e2e7-b6dc-4498-9abd-eb79a1df5462,32160,2,21079,#WilliamSweet-NFL-DAL-68,sweet,William,,3895830,1997-04-29,william,1.59728E+12, 00-0035492,,,williamsweet,,,,,,9999999,,,William Sweet,24
6418,332,Inactive,nfl,OL,Rutgers,6418,,14047,TRUE,G,60,Cole,"6'6""",,,,,,,992d1531-9091-486d-93d1-53e8b060e950,32156,1,21321,#TariqCole-NFL-FA-60,cole,Tariq,,3127365,1996-02-09,tariq,, 00-0035487,,,tariqcole,,,,,,9999999,,,Tariq Cole,24
6419,202,Active,nfl,DB,Texas,6419,,14198,TRUE,DB,37,Locke,"5'10""",,,,,Central (TX),DEN,155980c2-e289-48c4-a047-09c08d0ce7ae,32164,2,21373,#PJLocke-NFL-DEN-37,locke,P.J.,,3929850,1997-02-12,pj,1.60096E+12, 00-0035227,,,pjlocke,SS,,2,,,1726,,{injury_override_regular_2020_5=COV},P.J. Locke,24
6420,192,Active,nfl,WR,Toledo,6420,,13912,TRUE,WR,81,Johnson,"6'0""",,,,,West Side (IN),JAX,bc67a9f0-8c96-4114-8b46-4c97fdd577d1,32200,2,21451,#JonVeaJohnson-NFL-JAX-81,johnson,Jon'Vea,,3126095,1995-12-23,jonvea,1.61628E+12, 00-0035417,,,jonveajohnson,SWR,,2,,833478,580,,,Jon'Vea Johnson,25
6421,212,Active,nfl,WR,North Texas,6421,,13575,TRUE,WR,15,Guyton,"6'1""",,,,,Allen (TX),LAC,ae9495b2-4c62-4e14-8e43-beb53e1ae28a,32201,2,21448,#JalenGuyton-NFL-LAC-15,guyton,Jalen,,3932430,1997-06-07,jalen,1.61004E+12, 00-0035414,,,jalenguyton,LWR,,3,,884567,258,,,Jalen Guyton,23
6422,310,Inactive,nfl,DL,Virginia Tech,6422,,13705,TRUE,DL,,Walker,"6'2""",,,,,,,b27621a8-1629-45d2-838e-5e74a26f350b,32203,1,21446,#RickyWalker-NFL-FA-0,walker,Ricky,,3124087,1996-04-18,ricky,, 00-0035421,,,rickywalker,LDT,,3,,,1736,,,Ricky Walker,24
6423,279,Active,nfl,DL,Kansas,6423,,13625,TRUE,DT,64,Wise,"6'3""",,,,,Hebron (TX),WAS,39e4f09f-54bd-4d2c-9d71-c6e35d1bd0b0,32198,2,21444,#DanielWise-NFL-WAS-64,wise,Daniel,,3133368,1996-01-16,daniel,1.56717E+12, 00-0035423,,,danielwise,RDT,,3,,,9999999,,,Daniel Wise,25
6424,325,Active,nfl,OT,Dartmouth,6424,,14051,TRUE,OT,63,Kaskey,"6'7""",,,,,New Trier (IL),CAR,943a818d-074a-4243-9d54-f91ada96923b,32175,2,21407,#MattKaskey-NFL-CAR-63,kaskey,Matt,,3912487,1997-03-17,matt,1.57695E+12, 00-0035613,,,mattkaskey,RT,,3,,,9999999,,,Matt Kaskey,24
6425,284,Inactive,nfl,OL,UAB,6425,,14052,TRUE,G,57,Powers,"6'2""",,,,,,,e394ceed-c6a1-44c7-a80a-a8d2cd12d088,32177,0,21408,#JusticePowers-NFL-FA-57,powers,Justice,,4239813,1996-04-07,justice,,,,,justicepowers,,,,,,9999999,,,Justice Powers,23
6426,319,Active,nfl,OL,Middle Tennessee,6426,,14016,TRUE,OG,67,Brewer,"6'6""",,,,,Florence (AL),LAR,8ef99bbe-602c-4796-aa04-833f357991ba,32126,2,21330,#ChandlerBrewer-NFL-LAR-67,brewer,Chandler,,3914440,1997-06-12,chandler,1.59623E+12, 00-0035623,,,chandlerbrewer,LG,,3,,,9999999,,,Chandler Brewer,23
6427,215,Active,nfl,WR,Malone,6427,,13854,TRUE,WR,16,Dulin,"6'1""",,,,,Reynoldsburg (OH),IND,f374262b-d642-4d05-9584-5955548ee4d1,32292,2,21349,#AshtonDulin-NFL-IND-16,dulin,Ashton,,4061956,1997-05-15,ashton,1.6103E+12, 00-0035021,,,ashtondulin,LWR,,3,,1166036,495,,,Ashton Dulin,23
6428,,Inactive,nfl,QB,,6428,,,TRUE,QB,0,Cornelius,,,,,,,,,,0,21462,#TaylorCornelius-NFL-FA-0,cornelius,Taylor,,3122424,,taylor,,,,,taylorcornelius,,,,,,9999999,,,Taylor Cornelius,
6429,199,Active,nfl,DB,Florida Tech,6429,,14133,TRUE,DB,49,Hassell,"5'11""",,,,,Astronaut (FL),NYJ,fe30ca46-c995-46ce-bca3-12451bfb5ad8,32280,2,21476,#JTHassell-NFL-NYJ-49,hassell,J.T.,,4264341,1995-08-14,jt,1.59919E+12, 00-0035044,,,jthassell,FS,,3,,,1742,,,J.T. Hassell,25
6430,228,Active,nfl,LB,Oklahoma,6430,,14103,TRUE,LB,40,Bolton,"6'0""",,,,,Vista Murrieta (CA),HOU,dd62d18d-3438-408f-8b53-a68399bd4a04,32266,2,21478,#CurtisBolton-NFL-HOU-40,bolton,Curtis,,3116367,1995-12-18,curtis,1.60979E+12, 00-0035076,,,curtisbolton,,,,,820700,1743,,,Curtis Bolton,25
6431,175,Inactive,nfl,DB,-,6431,,14107,TRUE,CB,41,Rouse,"6'1""",,,,,,,a69f9855-327c-4618-bdfd-cd913b31904f,,1,21479,#NydairRouse-NFL-FA-41,rouse,Nydair,,4405778,1995-06-13,nydair,, 00-0035080,,,nydairrouse,,,,,,9999999,,,Nydair Rouse,25
6432,240,Active,nfl,LB,Texas A&amp;M,6432,,13539,TRUE,LB,50,Alaka,"6'3""",,,,,Cypress Falls (TX),BAL,209307c5-8e39-44a6-8879-5e033e017eb4,32304,2,21482,#OtaroAlaka-NFL-BAL-50,alaka,Otaro,,3122141,1996-05-18,otaro,1.60254E+12, 00-0035103,,,otaroalaka,MLB,,2,,,1744,,,Otaro Alaka,24
6433,220,Inactive,nfl,LB,Incarnate Word,6433,,14123,TRUE,OLB,59,Stewart,"6'1""",,,,,,,8c56b03a-baa7-4030-ac56-6648fb154bb7,32307,1,21483,#SilasStewart-NFL-FA-59,stewart,Silas,,4266934,1995-09-28,silas,, 00-0035122,,,silasstewart,,,,,,9999999,,,Silas Stewart,24
6435,240,Inactive,nfl,RB,Pittsburgh,6435,,14079,TRUE,FB,,Aston,"6'0""",,,,,,,e046beb7-3d9f-4f30-9b33-2b61592461ff,32216,1,21365,#GeorgeAston-NFL-FA-0,aston,George,,3136308,1996-02-01,george,1.59641E+12, 00-0034946,,,georgeaston,FB,,2,,840354,9999999,,,George Aston,24
6436,235,Active,nfl,LB,Nevada,6436,,13907,TRUE,LB,59,Reed,"6'2""",,,,,Dothan (AL),DEN,7f35aa83-30f3-4997-b5de-11b0c19e90cb,32220,2,21366,#MalikReed-NFL-DEN-59,reed,Malik,,3124634,1996-08-05,malik,1.61092E+12, 00-0034954,,,malikreed,SLB,,2,,,1725,,{injury_override_regular_2020_5=COV},Malik Reed,24
6437,310,Active,nfl,OT,Tulane,6437,,14066,TRUE,OT,77,Leglue,"6'7""",,,,,Holy Savior Menard Central (LA),PIT,19f35c8f-4796-4563-bcf5-6bab1679571e,32195,2,21362,#JohnLeglue-NFL-PIT-77,leglue,John,,3126261,1996-04-17,john,1.57697E+12, 00-0034937,,,johnleglue,,,,,,9999999,,,John Leglue,25
6438,186,Inactive,nfl,WR,Samford,6438,,13893,TRUE,WR,,McKnight,"5'8""",,,,,,,286bd737-fd84-433f-8f6d-65869fa6c536,32219,1,21363,#KelvinMcKnight-NFL-FA-0,mcknight,Kelvin,,3915575,1997-04-25,kelvin,1.59598E+12, 00-0034949,,,kelvinmcknight,,,,,883332,1724,,,Kelvin McKnight,23
6439,245,Injured Reserve,nfl,TE,Alabama,6439,,14094,TRUE,TE,87,Hentges,"6'4""",,,,,Helias (MO),MIN,fe7dea44-fd21-45e4-a8f0-1436e1108da1,32295,2,21344,#HaleHentges-NFL-MIN-87,hentges,Hale,,3925348,1996-08-19,hale,1.60757E+12, 00-0035025,,,halehentges,,,,,884045,531,,,Hale Hentges,24
6440,287,Inactive,nfl,DL,Northwestern,6440,,14098,TRUE,DT,76,Thompson,"6'2""",,,,,,,724382b2-3c59-491d-a1e1-bc576fe277bf,32300,1,21351,#JordanThompson-NFL-FA-76,thompson,Jordan,,3915989,,jordan,1.56427E+12,,,,jordanthompson,,,,,,9999999,,,Jordan Thompson,
6441,273,Inactive,nfl,DL,Valdosta State,6441,,14095,FALSE,NT,,Player,"6'5""",NA,,,,,,4ce9600e-ee43-4b0a-becc-c8de646ff451,32296,1,21485,#DuplicatePlayer-NFL-FA-0,player,Duplicate,,4408860,1994-05-24,duplicate,1.59641E+12, 00-0035027,,,duplicateplayer,,,,,,9999999,,,Duplicate Player,26
6442,286,Inactive,nfl,DL,Charleston Southern,6442,,14097,TRUE,DT,68,Robinson,"6'0""",,,,,,,9a580e44-67a3-449c-8986-e6c74ded7548,32299,1,21486,#JohnnyRobinson-NFL-FA-68,robinson,Johnny,,3933656,,johnny,,,,,johnnyrobinson,,,,,,9999999,,,Johnny Robinson,
6443,222,Inactive,nfl,QB,Syracuse,6443,,13835,TRUE,QB,2,Dungey,"6'3""",,,,,,,3796cfdb-d6c9-4687-a803-23f2d5bcb54c,32235,1,21467,#EricDungey-NFL-FA-2,dungey,Eric,,3916447,1996-06-12,eric,1.57679E+12,,,,ericdungey,QB,,3,,883672,9999999,,,Eric Dungey,24
6444,237,Inactive,nfl,LB,East Carolina,6444,,13904,TRUE,ILB,,Harvey,"5'11""",,,,,,,db158baf-9dda-4093-a368-0212428476b9,32237,1,21468,#NateHarvey-NFL-FA-0,harvey,Nate,,4239395,1996-09-15,nate,1.58638E+12,,,,nateharvey,RILB,,3,,,9999999,,,Nate Harvey,24
6445,303,Inactive,nfl,OL,Buffalo,6445,,14086,TRUE,C,60,O'Hagan,"6'2""",,,,,,,9ca42d97-d764-4446-b69a-a76fb7b5363c,32240,1,21455,#JamesOHagan-NFL-FA-60,ohagan,James,,3125783,1996-09-19,james,, 00-0035015,,,jamesohagan,,,,,,9999999,,,James O'Hagan,23
6446,216,Inactive,nfl,RB,Rutgers,6446,,14082,TRUE,RB,,Hilliman,"5'11""",,,,,,,6d882a8b-c34f-4de1-89d2-8ee71628e039,32238,1,21456,#JonHilliman-NFL-FA-0,hilliman,Jon,,3122799,1995-11-14,jon,1.5964E+12, 00-0035013,,,jonhilliman,,,,,836057,1740,,,Jon Hilliman,24
6447,265,Inactive,nfl,DL,Oklahoma State,6447,,14141,TRUE,DE,62,Owens,"6'3""",,,,,,,624218c7-a654-412f-9ebe-c574c4e74c0f,32285,1,21285,#JarrellOwens-NFL-FA-62,owens,Jarrell,,3122439,1994-10-11,jarrell,, 00-0035046,,,jarrellowens,,,,,,9999999,,,Jarrell Owens,25
6448,217,Inactive,nfl,RB,Pittsburgh,6448,,13657,TRUE,RB,,Hall,"6'0""",,,,,,,ebbd3227-f6e1-4311-ad57-a76c361888ff,32279,1,21286,#DarrinHall-NFL-FA-0,hall,Darrin,,3895788,1996-09-06,darrin,1.58811E+12, 00-0035043,,,darrinhall,,,,,879279,1710,,,Darrin Hall,24
6449,205,Inactive,nfl,WR,Kentucky,6449,,14135,TRUE,WR,19,Baker,"6'3""",,,,,,,61d0fba1-9bb8-465c-9517-3b66f423fc96,32271,1,21276,#DorianBaker-NFL-FA-19,baker,Dorian,,3126325,1996-06-01,dorian,, 00-0035038,,,dorianbaker,RWR,,5,,835381,9999999,,,Dorian Baker,24
6450,200,Active,nfl,QB,Purdue,6450,,13630,TRUE,QB,10,Blough,"6'0""",,,,,Creekview (TX),DET,a259d6b2-0238-4f22-b3aa-de7132cf9285,32272,2,21277,#DavidBlough-NFL-DET-10,blough,David,,3116188,1995-07-31,david,1.61006E+12, 00-0035040,,,davidblough,QB,14503,2,,821297,517,,,David Blough,25
6451,240,Active,nfl,TE,Princeton,6451,,14131,TRUE,TE,89,Carlson,"6'4""",,,,,Jamestown (NY),CLE,013477a2-0271-4441-a0af-9bc25924a2f6,32273,2,21278,#StephenCarlson-NFL-CLE-89,carlson,Stephen,,3948283,1996-12-12,stephen,1.61846E+12, 00-0035039,,,stephencarlson,TE,,4,,881697,504,,,Stephen Carlson,24
6452,207,Active,nfl,P,Arkansas-Pine Bluff,6452,,14147,TRUE,P,7,Gillan,"6'1""",,,,,Leonardtown (MD),CLE,bc63567a-81e7-44c9-a85f-8aa9532ab4fd,32277,2,21279,#JamieGillan-NFL-CLE-7,gillan,Jamie,,3936185,1997-07-04,jamie,1.60304E+12, 00-0035042,,,jamiegillan,,,,,,9999999,,,Jamie Gillan,23
